AADT_mean_x,AADT_Single_Unit_mean_x,AADT_Combination_mean_x,Future_AADT_mean_x,IRI_mean_x,Thickness_Rigid_mean_x,Thickness_Flexible_mean_x,Base_Thickness_mean_x,F_System_mode,Urban_Type,Surface_Type_mode,Base_Type_mode_x,Rutting_mean_x,Cracking_Percent_mean_x,Faulting_mean_x,Last_Overlay_Thickness_mean_x,IRI_mean_y,RHU_AV_x,FRZ_IDX_x,TEMP_AVG_x,PRECIPITATION_x,Age_x
3759,150,286,4092,81.7,0,8,20,3,rural,6,2,0.2,1,0,1,92.7,81.2,603,7.1,1415.4,14
1140,104,60,1200,137,5,5,4,4,rural,7,3,0,45,0,2,148,72.7,330.5,11.7,1049.9,87
700,70,40,800,103.6,5,5,4,4,rural,7,3,0,34.4,0,2,121.4,72.7,330.5,11.7,1049.9,87
53200,1362,4549,67600,66,0,15,11,1,urban,2,2,0.3,0.5,0,0,74,74.1,11.3,11,860.5,8
53200,1362,4549,67600,46.3,8,6,12,1,urban,7,2,0.2,0,0,2,48.2,74.1,11.3,11,860.5,55
42700,1704,5560,50900,58.5,8,6,12,1,urban,7,2,0.2,0,0,2,65.7,74.1,11.3,11,860.5,55
38800,1548,5052,47700,62.8,8,6,12,1,urban,7,2,0.2,0.1,0,2,68.1,74.1,11.3,11,860.5,55
41100,1640,5351,42600,61,8,6,12,1,urban,7,2,0.2,0,0,2,74,74.1,11.3,11,860.5,55
41100,1640,5351,42600,51.7,0,11,20,1,urban,6,2,0.1,0,0,2.5,52.8,74.1,11.3,11,860.5,54
41100,1640,5351,42600,50.9,0,11,20,1,urban,6,2,0.1,0,0,2.5,51.3,74.1,11.3,11,860.5,54
40000,1596,5208,40100,48.4,0,11,20,1,urban,6,2,0.1,0,0,2.5,50,74.1,11.3,11,860.5,54
40300,1608,5247,40500,60,8,6,12,1,urban,7,2,0.1,0,0,2.5,63.1,74.1,11.3,11,860.5,56
39100,1560,5091,39200,56.8,8,6,12,1,urban,7,2,0.1,0,0,2.5,58.2,74.1,11.3,11,860.5,56
37800,1508,4922,37900,77,8,6,12,1,urban,7,2,0.1,0,0,2.5,79,74.1,11.3,11,860.5,56
31700,894,9168,34200,45.1,0,11,11,1,urban,6,2,0.3,0.1,0,2,53,75.8,5.9,10.6,1901.3,58
31700,894,9168,34200,51.8,0,11,11,1,urban,6,2,0.3,0.6,0,2,57.2,75.8,5.9,10.6,1901.3,58
31700,894,9168,34200,65.5,0,11,11,1,urban,6,2,0.2,3,0,2,78,75.8,5.9,10.6,1901.3,58
23300,657,6738,26400,58.1,0,11,11,1,urban,6,2,0.3,0.5,0,2,58.4,75.8,5.9,10.6,1901.3,58
23300,657,6738,26400,61.7,0,11,11,1,rural,6,2,0.3,0,0,2,63.9,75.8,5.9,10.6,1901.3,58
21900,618,6333,22000,54,0,11,11,1,rural,6,2,0.2,0,0,2,56,75.8,5.9,10.6,1901.3,58
21900,618,6333,22000,41.2,0,11.5,24,1,rural,6,2,0.1,0,0,4,46.9,75.8,5.9,10.6,1901.3,52
21500,606,6218,21600,49.3,0,12.5,23,1,rural,6,2,0.2,0.1,0,4,60.2,75.8,5.9,10.6,1901.3,72
20400,575,5900,20500,62.5,0,12.5,23,1,rural,6,2,0.2,0,0,4,92,75.8,5.9,10.6,1901.3,72
21000,592,6073,21200,47.8,0,12.5,23,1,rural,6,2,0.2,0,0,4,53,75.8,5.9,10.6,1901.3,72
21100,595,6102,21200,43,0,12.5,23,1,rural,6,2,0.2,0,0,4,48,75.8,5.9,10.6,1901.3,72
21100,595,6102,21200,51,0,12.5,23,1,rural,6,2,0.2,0,0,4,53.7,75.8,5.9,10.6,1901.3,72
21100,595,6102,21200,40.1,0,11.5,18,1,rural,6,2,0.2,0.1,0,3,49.1,81.2,3.8,10.5,1222.3,68
20700,584,5986,20800,40.9,0,11.5,18,1,rural,6,2,0.2,0.1,0,3,48,81.2,3.8,10.5,1222.3,68
20900,589,6044,21000,35,0,11.5,18,1,rural,6,2,0.3,0.5,0,3,51,81.2,3.8,10.5,1222.3,68
21200,638,6233,21300,41.4,0,11.5,29,1,rural,6,2,0.1,0,0,2,46.7,81.2,3.8,10.5,1222.3,51
24500,737,7203,25400,53.8,0,10,29,1,rural,6,2,0.2,0,0,2,61,81.2,3.8,10.5,1222.3,59
24800,746,7291,26100,52.4,0,10,29,1,small urban,6,2,0.2,0,0,2,62,81.2,3.8,10.5,1222.3,59
27300,822,8026,28500,42.3,0,10,29,1,small urban,6,2,0.2,0,0,2,46.3,81.2,3.8,10.5,1222.3,59
27300,822,8026,28500,43.5,0,10,29,1,rural,6,2,0.2,0,0,2,46.8,81.2,3.8,10.5,1222.3,59
28100,846,8261,29600,54.8,0,10,29,1,rural,6,2,0.3,0,0,2,61,81.2,3.8,10.5,1222.3,59
30100,906,8849,31500,62.2,0,8.8,28.2,1,rural,6,2,0.2,0,0,2.8,73,81.2,3.8,10.5,1222.3,61
30100,906,8849,31400,65,0,8.5,28,1,rural,6,2,0.2,0,0,3,68.4,81.2,3.8,10.5,1222.3,61
28100,846,8261,29500,81.3,0,10.5,14,1,rural,6,2,0.3,0,0,4,84.5,81.2,3.8,10.5,1222.3,51
27100,816,7967,27200,78.6,0,10.5,14,1,rural,6,2,0.3,0.1,0,4,95.8,81.2,3.8,10.5,1222.3,51
27100,816,7967,27200,88.2,0,6,18,1,rural,6,3,0.2,0,0,4,99.3,81.2,3.8,10.5,1222.3,34
44900,1926,11081,51700,67.3,0,9.7,24,1,small urban,6,2,0.3,2.7,0,4,84.5,81.2,3.8,10.5,1222.3,62
45900,1969,11328,52600,56.2,0,9,16,1,small urban,6,3,0.2,0,0,4,72.2,81.2,3.8,10.5,1222.3,40
36800,1579,9082,44700,62.5,0,11.5,28,1,small urban,6,2,0.2,0,0,4,70.3,81.2,3.8,10.5,1222.3,62
36800,1579,9082,44700,65,0,11.5,28,1,small urban,6,2,0.2,0,0,4,75.5,81.2,3.8,10.5,1222.3,62
35700,1532,8811,46400,58.5,0,11.5,28,1,small urban,6,2,0.2,0,0,4,70.2,81.2,3.8,10.5,1222.3,62
34200,1259,7134,34300,60.8,0,10.5,28,1,small urban,6,2,0.2,0.2,0,4,107.5,81.2,3.8,10.5,1222.3,62
34200,1259,7134,34300,66.2,0,10.5,28,1,rural,6,2,0.2,0,0,4,70.2,81.2,3.8,10.5,1222.3,62
30000,1287,7404,30100,67.5,0,10.5,28,1,small urban,6,2,0.2,0,0,4,74,81.2,3.8,10.5,1222.3,62
25100,2101,7133,25200,49.3,0,10.5,28,1,rural,6,2,0.2,0,0,3,65.7,81.2,3.8,10.5,1222.3,63
24100,2017,6849,24200,73,0,10.5,28,1,rural,6,2,0.3,1.5,0,3,86,81.2,3.8,10.5,1222.3,63
24600,2059,6991,24700,45,0,11.5,16,1,rural,6,2,0.4,0,0,2.5,76,81.2,3.8,10.5,1222.3,63
28600,726,6587,30700,40,0,14,19,1,small urban,6,2,0.2,0,0,4,44,85.8,1.7,10.6,1670.2,54
47100,1470,9557,57900,34,8,8,28,1,urban,7,2,0.2,0,0,2,40.5,85.8,1.7,10.6,1670.2,57
41900,1307,8502,45000,32,8,8,28,1,urban,7,2,0.2,0,0,2,34.8,85.8,1.7,10.6,1670.2,57
41900,1307,8502,45000,34.2,8,8,28,1,rural,7,2,0.2,0,0,2,38.8,85.8,1.7,10.6,1670.2,57
41900,1307,8502,45000,33.9,0,11,23,1,rural,6,2,0.2,0.1,0,2.5,38,84.3,5.4,10.7,1294,56
41800,1304,8481,41900,33.9,0,11,23,1,rural,6,2,0.2,0.1,0,2.5,39.1,84.3,5.4,10.7,1294,56
82500,5495,9009,100900,53.5,0,13,32,1,urban,2,2,0.3,0,0,0,56,83.5,7.3,10.8,1007.2,9
120500,4037,7013,124500,41.3,8,8,12,1,urban,7,2,0.1,0,0,3,46.3,80.8,20.2,10.5,1335.9,56
120500,4037,7013,124500,46,8,8,12,1,urban,7,2,0.1,0,0,3,52,80.8,20.2,10.5,1335.9,56
120100,4023,6990,123400,51,8,8,12,1,urban,7,2,0.2,0,0,3,57,80.8,20.2,10.5,1335.9,56
117500,3255,7638,122300,45.7,8,8,12,1,urban,7,2,0.1,0,0,3,48.7,80.8,20.2,10.5,1335.9,56
121000,3352,7865,127000,40,8,8,12,1,urban,7,2,0.1,0,0,3,45,80.8,20.2,10.5,1335.9,56
125700,3482,8171,132700,46,8,8,12,1,urban,7,2,0.1,0.2,0,3,52,80.8,20.2,10.5,1335.9,56
140200,3884,9113,151000,59.3,8,8,12,1,urban,7,2,0.2,0,0,3,68.8,80.8,20.2,10.5,1335.9,56
135900,3764,8834,149200,38,8,8,12,1,urban,7,2,0.1,0,0,3,45,80.8,20.2,10.5,1335.9,56
122200,3984,11145,133700,38,8,8,12,1,urban,7,2,0.2,0,0,3,46,80.8,20.2,10.5,1335.9,56
122200,3984,11145,133700,80,8,8,12,1,urban,7,2,0.1,0,0,3,104,80.8,20.2,10.5,1335.9,56
97600,2733,6803,121600,59.5,0,11.5,11,1,urban,6,2,0.3,0,0,4,62.5,80.8,20.2,10.5,1335.9,53
6426,225,26,6875,104.5,0,6,16,5,small urban,6,2,0.4,0,0,2,113,84.1,1442.7,3.1,1231.3,35
3034,133,21,3428,205.3,0,6,16,5,small urban,6,2,0.3,14.3,0,2,208.7,81.4,462,8.1,1373.9,35
11133,390,390,12580,68.8,0,6,16,4,small urban,6,2,0.1,0,0,2,70,81.4,462,8.1,1373.9,14
8704,287,61,9834,72,0,6,18,5,small urban,6,2,0.1,0,0,2,80.5,81.4,462,8.1,1373.9,14
6321,291,63,7142,49,0,6,16,5,rural,6,2,0.2,0,0,2,61.2,81.4,462,8.1,1373.9,14
6519,691,150,7366,109.6,0,6,16,5,rural,6,2,0.3,2.8,0,6,179.5,81.4,462,8.1,1373.9,14
1300,103,56,1457,169,0,6,18,5,rural,6,2,0.1,0,0,1,241,80.9,756.2,6.8,1362,14
1340,105,56,1499,116.8,0,6,16,5,rural,6,2,0.1,0,0,1,144.8,80.9,756.2,6.8,1362,14
1396,103,54,1561,165,0,6,16,5,rural,6,2,0.1,0,0,1,255,80.9,756.2,6.8,1362,14
5774,300,179,6465,80.3,0,6,22,4,rural,6,2,0.1,0,0,1.5,83.2,80.9,756.2,6.8,1362,21
8354,468,150,9280,84.7,0,11,22,4,rural,6,2,0.1,0.7,0,1,110,81.2,622,7.4,1444.6,15
2918,143,44,3238,72,0,6,16,5,rural,6,2,0.1,0,0,1,110.7,81.2,846.6,6.4,1370.8,14
3651,183,29,4052,82,0,6,16,5,rural,6,2,0.1,0,0,1,162.5,81.2,846.6,6.4,1370.8,14
4906,245,39,5445,52,0,6,16,5,small urban,6,2,0.1,0,0,1,135,81.2,846.6,6.4,1370.8,14
18392,478,257,20415,173,0,6,22,4,small urban,6,2,0.5,1.5,0,1.5,291,81.2,846.6,6.4,1370.8,21
10799,378,205,11985,90,0,6,22,4,small urban,6,2,0.3,1,0,1.5,101,81.2,846.6,6.4,1370.8,21
1840,173,74,2103,111.1,0,8,23,5,rural,6,2,0.2,0.1,0,1,220,81.8,815,6.3,1323.6,12
4120,218,132,4716,90.8,0,6,16,4,rural,6,2,0.4,0.2,0,1,112.5,81.8,815,6.3,1323.6,28
4304,267,198,4928,82.6,0,6,17,4,rural,6,2,0.3,1.2,0,1,109,81.8,815,6.3,1323.6,28
4803,336,269,5498,35.7,0,6,17,4,rural,6,2,0.1,0,0,1,45,81.8,815,6.3,1323.6,28
5774,404,323,6611,94,0,6,17,4,rural,6,2,0.3,0.5,0,1,108,81.8,815,6.3,1323.6,28
6768,501,399,7749,118,0,6,16,4,rural,6,2,0.2,2,0,3,163,81.8,815,6.3,1323.6,28
2022,95,135,2162,52.9,0,12,23,5,rural,6,2,0.1,0,0,1,74,84.1,1442.7,3.1,1231.3,13
1681,87,128,1921,55,0,12,23,5,rural,6,2,0.1,0,0,1,66.8,81.8,815,6.3,1323.6,13
468,26,75,499,121,0,11,23,5,rural,6,2,0.2,3,0,1,145,84.1,1442.7,3.1,1231.3,16
489,28,79,521,142.7,0,11,23,5,rural,6,2,0.2,3.3,0,1,177,84.1,1442.7,3.1,1231.3,16
992,60,214,1059,72.3,0,13,22,5,rural,6,2,0.1,0.1,0,1,90.1,84.1,1442.7,3.1,1231.3,13
984,43,210,1051,80.7,0,13,22,5,rural,6,2,0.2,0.1,0,1,96.6,84.1,1442.7,3.1,1231.3,13
1249,64,266,1334,83,0,12,21,5,rural,6,2,0.2,0.1,0,1,98.8,84.1,1442.7,3.1,1231.3,13
1075,66,151,1148,132.3,0,6,21,5,rural,6,2,0.4,3.6,0,1,159.8,84.1,1442.7,3.1,1231.3,16
1783,86,159,1905,59.6,0,7,21,5,rural,6,2,0.1,0.3,0,1,74.5,84.1,1442.7,3.1,1231.3,14
12187,439,158,13953,152,0,6,17,3,urban,6,2,0.4,1,0,1.5,156,81.8,815,6.3,1323.6,21
3475,170,56,3783,93.9,0,6,16,5,rural,6,2,0.2,0,0,1,103.2,81.2,603,7.1,1415.4,14
2763,169,83,3005,45.9,0,6,16,5,rural,2,2,0.1,0,0,1.5,72.2,81.2,603,7.1,1415.4,1
13519,433,135,15478,84,0,10,20,4,urban,6,2,0.2,0,0,1.2,141,81.8,815,6.3,1323.6,8
3132,147,91,3585,305,0,13,22,4,rural,2,2,0.3,7.7,0,1,311.5,81.8,815,6.3,1323.6,10
3464,163,100,3772,96.7,0,6,22,4,rural,2,2,0.2,4.1,0,2,130.4,83.8,1144.1,4.4,1502.9,3
3170,247,368,3531,79.2,0,6,24,4,rural,2,2,0.2,1.4,0,1.5,104.8,84,1194.9,3.9,1448.3,5
2823,113,350,3144,59.2,0,6,16,4,rural,6,2,0.1,0.4,0,1.5,70.6,84,1194.9,3.9,1448.3,20
2132,185,275,2369,72.3,0,6,16,4,rural,6,2,0.1,0.6,0,1.5,95,84,1194.9,3.9,1448.3,20
1741,219,345,2006,89.3,0,4,14,4,rural,6,2,0.2,4.3,0,1,157.2,83.2,1072.5,4.8,1527,28
2111,59,13,2412,136,0,6,16,5,urban,6,2,0.2,0,0,1,183.7,81.8,815,6.3,1323.6,10
7082,404,127,7909,71,0,5,21,4,small urban,2,2,0.3,2,0,1.2,142.5,83.4,216.1,7.8,1441.1,9
4796,297,173,5145,61.4,0,6,22,4,rural,6,2,0.1,0.1,0,2,87.9,82.4,382.8,7.8,1447.5,13
6252,463,219,6708,97.6,0,6,22,4,rural,6,2,0.2,7.2,0,2,119.8,82.4,382.8,7.8,1447.5,13
7469,426,232,8290,110.8,0,6,22,4,rural,6,2,0.2,5.8,0,2,143.8,81.2,846.6,6.4,1370.8,13
7462,425,231,8282,71.7,0,6,22,4,rural,6,2,0.2,5.9,0,2,84.2,81.2,846.6,6.4,1370.8,13
7431,505,230,7972,59.4,0,6,16,4,rural,6,2,0.2,3.6,0,2,73,82.4,382.8,7.8,1447.5,27
7961,310,111,8836,70,0,6,17,4,rural,6,2,0.2,0.8,0,2,83.4,81.2,846.6,6.4,1370.8,27
7262,290,109,8059,77,0,6,18,4,rural,6,2,0.2,1,0,2,102,81.2,846.6,6.4,1370.8,27
8671,303,113,9624,85.7,0,6,16,4,rural,6,2,0.2,1.1,0,2,112.7,81.2,846.6,6.4,1370.8,27
5576,212,84,6188,57.5,0,6,16,5,rural,6,2,0.1,0,0,1,65.6,81.2,846.6,6.4,1370.8,15
1429,89,29,1586,82.6,0,6,16,5,rural,6,2,0.2,0.1,0,1,135.8,81.2,622,7.4,1444.6,14
9700,850,900,11100,84,4,4,4,2,urban,7,3,0.1,0,0,4,110,74.7,117.2,14.4,1258.9,87
3700,221,37,4300,183,0,4,7,5,urban,2,2,0.1,1,0,4,192,77.8,330.7,9.9,1303.1,7
600,34,6,800,307,0,4,7,5,urban,2,2,0.1,6,0,4,334,77.8,330.7,9.9,1303.1,17
2100,125,21,2400,166,0,4,7,5,urban,2,2,0.1,1,0,2,183,77.8,330.7,9.9,1303.1,7
74300,2415,1434,74400,51.5,0,10.5,14,1,urban,6,2,0.2,0,0,2,60.5,80.8,20.2,10.5,1335.9,63
56200,1635,3777,56300,72,0,10.5,14,1,urban,6,2,0.2,0,0,2,74,80.8,20.2,10.5,1335.9,63
26900,1256,5673,27400,36.1,0,11,20,1,rural,6,2,0.3,0,0,4,47.1,80.8,20.2,10.5,1335.9,57
26600,1242,5610,27800,39.6,0,11,15.4,1,rural,6,2,0.3,0,0,4,55.9,80.8,20.2,10.5,1335.9,54
26700,1247,5631,28000,50.1,0,11,14,1,rural,6,2,0.3,0,0,4,74.8,80.8,20.2,10.5,1335.9,54
26700,1247,5631,29800,49.6,0,11,14,1,rural,6,2,0.2,2.6,0,4,70,80.8,20.2,10.5,1335.9,54
26700,1247,5631,29800,51.5,0,13,16,1,rural,6,2,0.3,0,0,4,65,80.8,20.2,10.5,1335.9,55
26700,1247,5631,29800,55.2,0,13,16,1,rural,6,2,0.3,0,0,4,70.9,81.9,74.6,8.4,1367.4,55
22500,1051,4745,22600,56.4,0,13,16,1,rural,6,2,0.3,0.9,0,4,68.2,81.9,74.6,8.4,1367.4,55
22700,1060,4787,37900,40.5,0,13,16,1,rural,6,2,0.2,0,0,4,69,81.9,74.6,8.4,1367.4,55
22700,1060,4787,37900,42,0,13,16,1,rural,6,2,0.2,0,0,4,60,81.9,74.6,8.4,1367.4,55
16700,820,4925,18200,34.2,0,11,12,1,rural,6,2,0.1,0,0,2,34.4,74.8,98.6,8.2,537,58
16700,820,4925,18200,39.2,0,11.1,11.2,1,rural,6,2,0.1,0,0,2,42,74.8,98.6,8.2,537,58
15500,851,5391,17600,43.8,0,11.5,9,1,rural,6,2,0.1,0,0,2,44.3,74.8,98.6,8.2,537,51
15500,851,5391,17600,44.6,0,11.5,9,1,rural,6,2,0.1,0,0,2,45.8,70,77.6,9.9,442,51
12500,686,4348,17500,49.7,0,11.5,9,1,rural,6,2,0.1,0,0,2,50,70,77.6,9.9,442,51
12400,681,4313,12600,38,0,11.5,9,1,rural,6,2,0.1,0,0,2,38.5,70,77.6,9.9,442,51
12400,681,4313,12600,39,0,7.5,14,1,rural,6,2,0.2,0,0,3,44,70,77.6,9.9,442,47
12400,681,4313,12600,40.1,0,7.5,14,1,rural,6,2,0.2,0,0,3,42.8,70,77.6,9.9,442,47
12300,675,4278,12700,41,0,7.5,14,1,rural,6,2,0.2,0,0,3,46,70,77.6,9.9,442,47
12300,675,4278,12700,54.8,0,7.5,14,1,rural,6,2,0.2,0,0,3,57.4,67.9,113.5,8.5,810.9,47
12400,681,4313,12500,53.5,0,7.5,14,1,rural,6,2,0.2,0,0,3,60.5,67.9,113.5,8.5,810.9,47
12400,681,4313,12500,52.7,0,7.5,14,1,rural,6,2,0.2,0,0,3,56,67.9,113.5,8.5,810.9,47
12500,254,3089,12700,41,0,12,29,1,rural,6,2,0.1,0,0,2.5,42.4,67.9,113.5,8.5,810.9,53
12600,256,3113,15100,40.3,0,12,29,1,rural,6,2,0.1,0,0,2.5,43,67.9,113.5,8.5,810.9,53
13000,264,3212,13900,36.5,0,12,17,1,rural,6,2,0.1,0,0,2.5,37.2,61.5,53.9,11.4,322.8,53
13000,264,3212,13900,36.5,0,12,17,1,rural,6,2,0.1,0,0,2.5,37,61.5,53.9,11.4,322.8,53
15900,323,3929,17400,42.1,0,12,15,1,rural,6,2,0.1,0,0,2.5,46.9,61.5,53.9,11.4,322.8,52
15900,323,3929,17400,44,0,12,15,1,rural,6,2,0.1,0,0,2.5,48,61.5,53.9,11.4,322.8,52
18400,2720,3056,20700,48.3,0,12,15,1,rural,6,2,0.1,0,0,2.5,51.7,61.5,53.9,11.4,322.8,52
21200,3133,3521,25700,46,0,12,15,1,rural,6,2,0.1,0,0,2.5,53,61.5,53.9,11.4,322.8,52
2800,154,1210,3400,67,0,7,18,4,rural,6,2,0.2,0,0,2,69.2,69.5,327.8,6.2,1159.2,63
27257,382,545,30527,186,0,6,16,3,urban,6,2,0.6,5,0,1.5,221,80.9,756.2,6.8,1362,16
11760,835,353,13171,129,0,6,16,4,urban,2,2,0.4,2,0,1.2,166,80.9,756.2,6.8,1362,16
23431,1008,328,26242,84,0,6,16,4,urban,6,2,0.2,0,0,1.5,111,80.9,756.2,6.8,1362,16
10296,937,309,11531,82.5,0,6,16,5,rural,6,2,0.2,0,0,1.5,93.3,80.9,756.2,6.8,1362,16
1411,82,18,1564,114,0,6,22,5,rural,2,2,0.1,0,0,1,161,81.2,846.6,6.4,1370.8,2
1303,61,52,1501,125.4,0,6,16,5,rural,6,2,0.2,1.1,0,1,211.5,83.2,1072.5,4.8,1527,20
2204,123,29,2523,209.2,0,8,21,4,rural,6,2,0.3,6.2,0,1.2,246,81.8,815,6.3,1323.6,9
11420,445,343,12789,83.2,0,6,16,4,small urban,6,2,0.1,0,0,2,95.1,80.9,756.2,6.8,1362,10
7202,187,14,8064,121.8,0,8,21,5,rural,6,2,0.3,7.5,0,1.5,158,80.9,756.2,6.8,1362,26
7142,186,14,7998,118,0,8,21,5,small urban,6,2,0.3,6,0,1.5,141,80.9,756.2,6.8,1362,26
7627,76,38,8465,59,0,8,21,5,small urban,6,2,0.3,9,0,1.5,69,80.9,756.2,6.8,1362,26
2214,80,33,2400,60.8,0,8,21,5,rural,6,2,0.1,0.8,0,1,61.5,81.2,622,7.4,1444.6,15
836,74,29,905,63,0,8,21,5,rural,6,2,0.1,0,0,1,70.5,81.2,622,7.4,1444.6,26
820,69,25,888,123.2,0,8,21,5,rural,6,2,0.1,0,0,1,156.4,81.2,846.6,6.4,1370.8,26
1041,86,31,1127,123,0,8,21,5,small urban,6,2,0.1,0,0,1,144.5,81.2,846.6,6.4,1370.8,26
1740,77,26,1883,121.7,0,8,21,5,small urban,6,2,0.2,5.9,0,1,134.1,81.2,846.6,6.4,1370.8,26
16337,376,490,18296,189,0,6,23,4,urban,6,2,0.2,3,0,1.5,191,80.9,756.2,6.8,1362,28
8238,255,41,9226,154,0,6,22,4,urban,6,2,0.2,0,0,1.5,155,80.9,756.2,6.8,1362,28
19239,616,269,21547,263,0,8,20,3,urban,6,2,0.6,11,0,1.5,276,80.9,756.2,6.8,1362,28
24062,770,337,26948,174,0,8,20,3,urban,6,2,0.4,2.5,0,1.5,234,80.9,756.2,6.8,1362,28
12819,1128,500,14357,154,0,8,21,2,urban,6,2,0.3,14,0,3,183,80.9,756.2,6.8,1362,28
18590,1301,781,20820,92.5,0,8,20,3,urban,2,2,0.2,0,0,1.2,99.5,80.9,756.2,6.8,1362,6
11227,584,404,12573,98.6,0,6,22,4,rural,6,2,0.3,0.6,0,1.2,113.5,80.9,756.2,6.8,1362,14
5237,293,220,5917,80.6,0,6,22,4,rural,6,2,0.1,0.1,0,2,86.3,81.4,462,8.1,1373.9,13
11014,419,441,12335,78,0,8,20,3,urban,2,2,0.2,6,0,1.2,98,80.9,756.2,6.8,1362,7
10441,470,94,11692,220.8,0,6,22,4,urban,2,2,0.5,8.8,0,1.2,239,80.9,756.2,6.8,1362,7
7688,361,92,8609,148,0,6,22,4,urban,2,2,0.3,1,0,1.2,211.5,80.9,756.2,6.8,1362,7
8078,428,541,9046,56.7,0,6,17,3,rural,6,2,0.1,0,0,1,58,80.9,756.2,6.8,1362,11
6500,702,514,7278,50,0,6,16,3,rural,6,2,0.1,0,0,1.2,62,80.9,756.2,6.8,1362,11
14081,577,422,15742,107.3,0,8,20,3,rural,2,2,0.4,5,0,1.2,168.5,83.2,1013.5,5,1441.9,6
14362,589,431,16056,178,0,8,20,3,rural,2,2,0.5,3.5,0,1.2,268,83.2,1013.5,5,1441.9,2
5070,233,269,5667,82.1,0,8,21,3,rural,6,2,0.2,0.9,0,1.5,87.6,83.2,1013.5,5,1441.9,16
9053,480,91,9713,98.9,0,6,22,4,rural,6,2,0.3,0.9,0,1,162.9,82.4,382.8,7.8,1447.5,25
8523,520,94,9146,83.5,0,6,24,4,rural,6,2,0.3,0,0,1,156,82.4,382.8,7.8,1447.5,25
7598,532,152,8151,101.5,0,6,22,4,rural,6,2,0.2,0.7,0,1,180.1,82.4,382.8,7.8,1447.5,25
3128,103,50,3356,60,0,6,22,4,rural,6,2,0.2,0,0,1,69,82.4,382.8,7.8,1447.5,25
3463,145,73,3714,87.2,0,8,23,4,rural,6,2,0.2,0.2,0,1,92.2,82.4,382.8,7.8,1447.5,13
4280,218,43,4750,66.9,0,6,22,4,rural,6,2,0.1,0.8,0,1,75.3,81.2,846.6,6.4,1370.8,25
7371,693,162,8181,65.5,0,6,22,4,rural,6,2,0.1,0,0,1.5,89,81.2,846.6,6.4,1370.8,25
12129,716,109,13463,62.5,0,6,22,4,small urban,6,2,0.1,0,0,1.5,71.8,81.2,846.6,6.4,1370.8,25
3610,177,289,4017,113.4,0,6,22,4,rural,6,2,0.2,0.6,0,1.5,142.1,84,1194.9,3.9,1448.3,25
27621,1188,627,38669,108.5,0,6,13.8,3,rural,6,2,0.5,14.5,0,1.8,135.5,84.6,61.5,8.3,2488,69
25314,1089,575,35440,73.8,0,7.2,20,3,rural,6,2,0.4,8,0,1.8,102.8,84.6,61.5,8.3,2488,69
19213,684,442,26898,67.5,0,6.2,12,3,rural,6,2,0.3,0.2,0,2,74.9,84.6,61.5,8.3,2488,65
9530,434,302,13342,105.5,0,4.6,8,3,small urban,6,2,0.3,3.5,0,1.8,128.5,84.6,61.5,8.3,2488,69
5748,197,152,6323,105,0,8.1,8.1,2,rural,6,2,0.2,0,0,1.8,128.2,83.1,56.9,8.5,2080.8,77
4966,170,132,6952,78.2,0,8,11.1,3,rural,6,2,0.1,0,0,1.8,113.6,75.3,390.1,5.7,920,70
4737,162,126,6632,77.2,0,11.4,9.2,2,rural,6,2,0.1,0,0,1.8,112.5,75.3,390.1,5.7,920,51
4732,162,125,6625,104.8,0,9.6,15.4,3,rural,6,2,0.3,1.7,0,2.2,132.6,75.3,390.1,5.7,920,81
4901,181,161,6861,79.9,0,8.5,17.8,3,rural,6,2,0.4,0.3,0,1.9,101.2,75.3,390.1,5.7,920,62
12921,667,456,18089,100.5,0,8.5,18,3,rural,6,2,0.3,2.4,0,2.3,113.3,75.3,390.1,5.7,920,76
16824,702,785,23554,75,0,8.6,9.6,2,rural,6,2,0.5,5.4,0,2.1,80.9,75.3,390.1,5.7,920,58
10889,780,971,14156,62.8,7,6.2,9,3,urban,6,2,0.4,1.8,0,2.4,65.8,67.5,287.7,8,487.5,89
8172,588,706,10624,59.7,7,7.2,7,3,urban,7,2,0.3,1.6,0,1.8,64.9,67.5,287.7,8,487.5,89
3027,188,257,4226,113,0,7.9,18,3,rural,6,2,0.4,1,0,1.4,120,63.8,202.9,9.5,542,78
26067,764,441,31030,42.7,0,6.1,12.8,3,urban,6,3,0.2,0,0,1.8,53,69.7,269.2,8.3,666.7,88
31414,920,531,38300,38.8,0,7.4,12.5,3,urban,6,3,0.2,0,0,1.8,94.3,69.7,269.2,8.3,666.7,88
28378,831,480,37868,53,0,10.6,5,2,urban,6,2,0.2,0,0,1.8,60.3,69.7,269.2,8.3,666.7,51
11271,460,217,15779,57.1,0,8,18.9,3,rural,6,2,0.1,0,0,1.8,57.3,69.7,269.2,8.3,666.7,54
10338,440,283,14473,52,0,11.9,8,3,rural,6,2,0.1,0,0,1.8,54.8,69.7,269.2,8.3,666.7,84
3955,356,67,4390,49.6,0,6,16,5,rural,6,2,0.1,0,0,1,62.7,81.2,846.6,6.4,1370.8,25
4181,205,25,4640,119.5,0,6,16,5,rural,6,2,0.3,9,0,1.2,166.5,81.2,846.6,6.4,1370.8,25
4219,228,127,4681,142.6,0,6,16,5,small urban,6,2,0.3,2,0,1.2,171.8,81.2,846.6,6.4,1370.8,25
