AADT_mean_x,AADT_Single_Unit_mean_x,AADT_Combination_mean_x,Future_AADT_mean_x,IRI_mean_x,Thickness_Rigid_mean_x,Thickness_Flexible_mean_x,Base_Thickness_mean_x,F_System_mode,Urban_Type,Surface_Type_mode,Base_Type_mode_x,Rutting_mean_x,Cracking_Percent_mean_x,Faulting_mean_x,Last_Overlay_Thickness_mean_x,IRI_mean_y,RHU_AV_x,FRZ_IDX_x,TEMP_AVG_x,PRECIPITATION_x,Age_x
4249,153,25,5049,213,0,3.5,17,4,urban,2,5,0.2,9,0,9.5,219,76.3,364.6,9.7,1122.7,18
39745,2825,4023,47225,66,12,4.5,22,1,urban,7,5,0.2,0,0,4.5,71,76.3,364.6,9.7,1122.7,32
20652,491,74,24539,83.5,9,4.5,21,4,urban,7,5,0.1,0,0,4.5,94,76.3,364.6,9.7,1122.7,33
21866,698,376,25981,125,9,8,19,4,urban,7,5,0.2,0,0,8,126,76.3,364.6,9.7,1122.7,44
3526,160,10,4190,120.5,0,2.5,8,5,urban,2,2,0,0,0,2.5,127.5,76.3,364.6,9.7,1122.7,75
2796,43,69,3322,159.5,0,2.5,8,5,small urban,2,5,0.2,7,0,1.5,165,76.3,364.6,9.7,1122.7,76
14856,1246,240,15741,64.8,9,5,23,2,small urban,7,5,0.1,5.2,0,5,75.5,77.1,514.6,8.3,1027.2,47
9152,650,540,9697,68.7,8,5,24,2,small urban,7,5,0.1,6.3,0,5,76.2,77.1,514.6,8.3,1027.2,41
812,124,19,860,149.5,0,6,8,5,rural,2,5,0,1,0,3,152,77.1,514.6,8.3,1027.2,51
4387,166,9,4648,184.5,0,5,12,4,small urban,2,5,0,4,0,1.5,268,77.1,514.6,8.3,1027.2,117
1527,82,17,1618,103,0,1.5,20,5,rural,2,5,0,0,0,6,107,77.1,514.6,8.3,1027.2,6
83807,4067,1414,99395,155.5,10,1.5,10,2,urban,7,5,0.1,0,0,1.5,156.5,77.4,183.7,11.8,1369.8,83
64183,3119,1696,76121,144,10,4,16,2,urban,7,3,0.2,0.5,0,1.5,150.5,77.4,183.7,11.8,1369.8,52
65406,4090,2113,77572,77,10,4.5,16,2,urban,7,5,0.2,0,0,1.5,83,77.4,183.7,11.8,1369.8,45
1591,84,27,1887,96.6,0,6,6,4,urban,2,2,0.1,0,0,2.5,103.6,77.4,183.7,11.8,1369.8,63
19118,930,507,22674,155.8,10,3.5,16,3,urban,7,5,0.1,19.2,0,4,162.2,77.4,183.7,11.8,1369.8,51
16908,657,104,20053,97.5,0,4,18,3,urban,2,5,0.1,0,0,1.5,107.5,77.4,183.7,11.8,1369.8,2
2587,91,12,3068,107.8,0,8,3,3,urban,2,5,0.1,0,0,1.5,114.5,77.4,183.7,11.8,1369.8,51
34391,1341,1224,40788,128,10,3,11,3,urban,7,3,0.2,2,0,2,183,77.4,183.7,11.8,1369.8,80
21102,1231,66,25027,157,0,5,10,3,urban,2,2,0.2,5,0,1,165,77.4,183.7,11.8,1369.8,64
7641,803,71,9062,93,0,8,8,3,rural,2,2,0.1,8,0,2.5,99,77.4,183.7,11.8,1369.8,67
4501,299,78,5338,101.7,0,7,8,3,rural,2,2,0.1,14,0,1.5,103.7,77.4,183.7,11.8,1369.8,67
4154,258,70,4927,137,0,3.5,11,3,rural,2,5,0.2,7,0,1.5,139,77.4,183.7,11.8,1369.8,117
5210,290,127,6179,140.6,8,5.5,8,4,urban,7,3,0.6,2,0,1.5,145.4,77.4,183.7,11.8,1369.8,117
3967,364,28,4705,131.7,0,9.5,6,5,urban,2,2,0.2,11,0,3.5,188.3,77.4,183.7,11.8,1369.8,84
17754,731,364,21552,85,10,4.5,9,3,small urban,7,5,0.2,4,0,1.5,158,77.6,395.4,9.5,1362.7,60
12257,535,201,14879,149,5,4,8,3,small urban,7,5,0.1,0,0,2.5,162,77.6,395.4,9.5,1362.7,117
15287,581,182,18557,143.3,9,5,9,3,small urban,7,5,0.2,7.7,0,2,159.7,77.6,395.4,9.5,1362.7,117
8702,447,143,10563,67.3,9,10,9,3,rural,7,3,0.1,1.3,0,4,77,77.6,395.4,9.5,1362.7,76
34323,1032,379,41665,74,9,7,15,3,urban,7,5,0.2,0,0,3.5,74.5,77.6,395.4,9.5,1362.7,65
20763,575,671,25204,44,9,5.5,23,2,urban,7,5,0.1,0,0,3.5,54,77.6,395.4,9.5,1362.7,47
16856,1327,737,20461,49,9,5.5,23,2,rural,7,5,0.1,0,0,3.5,61,77.6,395.4,9.5,1362.7,47
7739,386,156,9394,69.3,9,7.5,15,4,urban,7,3,0.2,5.3,0,4,104.7,77.6,395.4,9.5,1362.7,59
4030,89,73,4892,212.5,0,6.5,4,3,small urban,2,2,0.2,26.5,0,2.5,255.5,77.6,395.4,9.5,1362.7,117
50925,4071,3956,61818,52,9,10.5,21,1,urban,7,5,0.1,0,0,3.5,53,77.6,395.4,9.5,1362.7,47
50925,4071,3956,61818,57,9,9,21,1,urban,7,5,0.1,0,0,3.5,59,77.6,395.4,9.5,1362.7,47
50925,4071,3956,61818,59.3,10,7,21,1,urban,7,5,0.2,0,0,4,73.7,77.6,395.4,9.5,1362.7,47
50925,4071,3956,61818,58,10,7,21,1,urban,7,5,0.2,0,0,4,74,77.6,395.4,9.5,1362.7,47
25002,1692,914,30350,41,9,5,13,3,small urban,7,5,0.1,0,0,3.5,52,77.6,395.4,9.5,1362.7,68
6369,273,107,7731,69,6,10.5,17,5,urban,7,5,0,0,0,3,95,77.6,395.4,9.5,1362.7,98
9486,50,44,11515,119,0,4,14,5,urban,2,5,0.1,9,0,2.5,158,77.6,395.4,9.5,1362.7,51
12624,1471,1771,13099,58.6,0,5,21,3,rural,2,5,0.1,0,0,2,62.4,77.5,423.3,9,1350.7,11
24170,1946,2355,25079,47,0,4.5,40,2,rural,2,5,0.2,0,0,13.5,48,77.5,423.3,9,1350.7,9
2608,137,28,2502,112.5,0,7,9,4,rural,2,2,0,4,0,2,115,78.7,542.1,7.9,1294.6,65
19728,1262,7176,23468,40,0,3.5,33,1,rural,2,5,0.1,4,0,4,42,78.2,402.4,9.1,1451.5,28
8907,423,99,10426,55,0,9,8,3,urban,2,2,0.1,0,0,2,58,77.6,459.1,8.7,1412.2,77
5215,102,107,6104,65,0,10.5,8,3,urban,2,2,0.1,23,0,1.5,69,77.6,459.1,8.7,1412.2,74
1659,33,17,1942,83.7,0,8,9,4,rural,2,2,0.2,7.7,0,2,85,77.6,459.1,8.7,1412.2,66
5472,264,64,6405,87.3,0,6,15,4,urban,2,2,0.1,13.7,0,2,92,77.6,459.1,8.7,1412.2,56
27384,1866,10359,32053,66,0,5,26,1,rural,2,5,0.1,2,0,23,69,77.6,459.1,8.7,1412.2,11
27384,1866,10359,32053,48,0,5,26,1,rural,2,5,0.2,2,0,23,62.5,77.6,459.1,8.7,1412.2,11
27384,1866,10359,32053,107,10,4,18,1,rural,7,5,0.1,0,0,4,117.7,77.6,459.1,8.7,1412.2,49
27384,1866,10359,32053,103.3,10,4,18,1,rural,7,5,0.1,0,0,4,118.5,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,98.3,10,4,18,1,rural,7,5,0.1,0,0,4,121,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,84.3,10,4,18,1,rural,7,5,0.1,0,0,4,93,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,82.7,10,4,18,1,rural,7,5,0.1,0,0,4,93.7,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,81,10,4,18,1,rural,7,5,0.1,0,0,4,99,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,64,10,4,18,1,rural,7,5,0.1,0,0,4,71.3,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,76.7,10,4,18,1,rural,7,5,0.1,0,0,4,87.7,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,43,10,4,18,1,rural,7,5,0.1,0,0,3.5,55,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,39.5,10,4,18,1,rural,7,5,0.1,0,0,3.5,52.5,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,44.3,10,4,18,1,rural,7,5,0.1,0,0,3.5,47.5,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,67,10,8.5,26,1,rural,7,5,0.2,0,0,8.5,68.7,77.6,459.1,8.7,1412.2,49
24958,1826,5823,29213,59,10,8.5,21,1,rural,7,5,0.2,0,0,8.5,63.5,77.6,459.1,8.7,1412.2,49
35134,1294,2137,41124,53,9,4,9,1,urban,7,3,0.2,0,0,4,56,77.6,459.1,8.7,1412.2,46
21777,2388,2030,25490,123.3,11,0,8,1,small urban,3,2,0,0,0,11,124.3,77.6,459.1,8.7,1412.2,20
21777,2388,2030,25490,122,11,0,8,1,small urban,3,2,0,0,0,11,128,77.6,459.1,8.7,1412.2,20
23802,1245,2559,27860,97,11,0,8,1,rural,3,2,0,0,0,11,169,77.6,459.1,8.7,1412.2,20
23802,1245,2559,27860,100.7,11,0,8,1,rural,3,2,0,0,0,11,102,77.6,459.1,8.7,1412.2,20
4684,234,116,5483,60,0,4.5,6,3,rural,2,5,0.2,0,0,2,65,77.6,459.1,8.7,1412.2,45
8368,292,43,9795,84,6.5,12,7,3,rural,7,3,0.1,0.5,0,2,88.5,77.6,459.1,8.7,1412.2,92
882,104,9,1032,84,0,9.5,12,5,rural,2,2,0.1,20,0,2,89,77.6,459.1,8.7,1412.2,52
4644,278,188,5436,78.7,0,6,19,4,rural,2,5,0.2,6.7,0,2,79.7,77.6,459.1,8.7,1412.2,49
15233,309,1441,17830,69,9,9,9,2,urban,7,3,0.1,0,0,4.5,73,77.6,459.1,8.7,1412.2,44
13561,447,2206,15873,59,9,4.5,9,2,urban,7,3,0.1,1,0,4.5,97,77.6,459.1,8.7,1412.2,44
13561,447,2206,15873,59,9,4.5,9,2,urban,7,3,0.1,0,0,4.5,66,77.6,459.1,8.7,1412.2,44
1554,125,30,1819,85,0,8.5,8,5,rural,2,2,0.2,0,0,2.5,101.3,77.6,459.1,8.7,1412.2,75
788,18,6,922,111,0,6,4,5,urban,2,2,0,0,0,2,114,77.6,459.1,8.7,1412.2,67
17286,324,22,20233,98,0,4,8,4,urban,2,2,0.1,1,0,2,122,77.6,459.1,8.7,1412.2,70
6939,194,49,8122,71.3,0,4,11,5,urban,2,5,0,0,0,9,76.3,77.6,459.1,8.7,1412.2,1
6271,107,18,7340,108,0,4,10,5,urban,2,5,0,0,0,8,109,77.6,459.1,8.7,1412.2,4
2257,19,4,2642,133,0,5,12,5,urban,2,3,0,0,0,7.5,137,77.6,459.1,8.7,1412.2,79
11516,902,595,13459,82.8,10,1.5,16,2,urban,7,5,0.1,0,0,1.5,99,76.5,209.7,11.6,1454.3,46
14743,1838,746,17230,89.8,10,1.5,16,2,urban,7,5,0.1,0.2,0,1.5,104.2,76.5,209.7,11.6,1454.3,46
17667,1200,926,20647,57.5,10,1.5,16,2,urban,7,5,0.1,0,0,1.5,72.5,76.5,209.7,11.6,1454.3,46
19096,1755,597,22317,53,10,1.5,16,2,urban,7,5,0,0,0,1.5,67.5,76.5,209.7,11.6,1454.3,46
19096,1755,597,22317,70.5,10,1.5,16,2,urban,7,5,0.1,0,0,1.5,84.5,76.5,209.7,11.6,1454.3,46
26684,1415,585,31186,64,10,2,16,2,urban,7,5,0.1,0,0,2,80,76.5,209.7,11.6,1454.3,50
28997,2952,1375,33889,86,10,1.5,18,2,urban,7,5,0.1,0,0,1.5,94.7,76.5,209.7,11.6,1454.3,55
19108,861,285,22332,113.3,0,4.5,16,3,urban,2,2,0.1,8.3,0,3.5,131,76.5,209.7,11.6,1454.3,98
51867,2859,1506,60617,122,9,4,9,3,urban,7,3,0.1,0,0,1.5,132,76.5,209.7,11.6,1454.3,58
89266,4125,2124,104325,81.7,13,3,21,2,urban,7,5,0.1,0,0,3,157.5,76.5,209.7,11.6,1454.3,15
5870,154,24,6860,177,0,5,10,4,urban,2,2,0.1,1,0,1.5,177.5,76.5,209.7,11.6,1454.3,68
35914,2016,1032,41973,85,10,2.5,10,2,urban,7,3,0,0,0,1.5,99,76.5,209.7,11.6,1454.3,50
7317,517,50,8551,123,0,7,6,4,urban,2,5,0,11,0,1.5,129,76.5,209.7,11.6,1454.3,90
14678,985,190,17154,139.5,8,7,8,4,urban,7,3,0.1,0,0,1.5,141,76.5,209.7,11.6,1454.3,75
19702,1002,180,23026,119,17,5,17,4,urban,7,3,0.3,0,0,1.5,136,76.5,209.7,11.6,1454.3,75
8589,239,23,10038,156.4,0,2.5,6,5,urban,2,5,0,7,0,1.5,215,76.5,209.7,11.6,1454.3,85
11359,286,168,13275,168,0,5.5,10,4,urban,2,2,0.1,3,0,1.5,192,76.5,209.7,11.6,1454.3,55
2450,62,12,2863,198,0,6,8,5,urban,2,2,0.2,2,0,1.5,206,76.5,209.7,11.6,1454.3,75
2953,83,14,3451,138,0,4.5,3,4,urban,2,3,0,0,0,1.5,151,76.5,209.7,11.6,1454.3,81
4986,408,35,5827,160,9,5,9,4,urban,7,3,0.2,1,0,1.5,195,76.5,209.7,11.6,1454.3,86
18536,744,132,21663,184,9,4.5,9,4,urban,7,3,0.1,2,0,3,185,76.5,209.7,11.6,1454.3,66
18536,744,132,21663,93,9,4.5,9,4,urban,7,3,0.1,0,0,3,97,76.5,209.7,11.6,1454.3,66
24373,1862,8020,27373,42,13,9,21,1,rural,7,5,0.1,0,0,5,59,78.2,418.6,9.2,1374.7,30
24373,1862,8020,27373,42,13,9,21,1,rural,7,5,0.1,0,0,5,45,78.2,418.6,9.2,1374.7,32
24373,1862,8020,27373,45,13,9,21,1,rural,7,5,0.1,0,0,5,45.5,78.2,418.6,9.2,1374.7,32
25201,1073,10084,28303,47,13,9,21,1,rural,7,5,0.1,0,0,5,55.5,78.2,418.6,9.2,1374.7,32
25201,1073,10084,28303,34,13,8.5,21,1,rural,7,5,0.1,0,0,5,40,78.2,418.6,9.2,1374.7,32
25201,1073,10084,28303,35,13,8.5,21,1,rural,7,5,0.1,0,0,5,37,78.2,418.6,9.2,1374.7,30
25201,1073,10084,28303,34,13,8.5,21,1,rural,7,3,0.1,0,0,5,37,78.2,418.6,9.2,1374.7,19
21621,1018,8552,24283,64.3,10,5.5,22,1,small urban,7,5,0.1,0,0,2.5,95,78.2,418.6,9.2,1374.7,49
21621,1018,8552,24283,62,10,5.5,22,1,rural,7,5,0.1,0,0,2.5,85,78.2,418.6,9.2,1374.7,49
21621,1018,8552,24283,68.7,10,5.5,22,1,rural,7,5,0.1,0,0,2.5,92.3,78.2,418.6,9.2,1374.7,49
23695,1351,12163,26612,59,10,5.5,22,1,rural,7,5,0.1,0,0,2.5,118.5,78.2,418.6,9.2,1374.7,49
23695,1351,12163,26612,48.7,10,5.5,22,1,rural,7,5,0.1,0,0,2.5,60.3,78.2,418.6,9.2,1374.7,49
23695,1351,12163,26612,61.3,10,5.5,22,1,rural,7,5,0.1,0,0,2.5,91.7,78.2,418.6,9.2,1374.7,49
23695,1351,12163,26612,48.7,10,5.5,22,1,rural,7,5,0.1,0,0,2.5,79.3,78.2,418.6,9.2,1374.7,49
23695,1351,12163,26612,53.5,10,5.5,22,1,rural,7,5,0.1,0,0,2.5,67.3,78.2,418.6,9.2,1374.7,49
23695,1351,12163,26612,49,10,5.5,22,1,rural,7,5,0.1,0.7,0,2.5,70.7,78.2,418.6,9.2,1374.7,49
23695,1351,12163,26612,58,10,6,22,1,rural,7,5,0.1,0,0,2.5,64,78.2,418.6,9.2,1374.7,49
23695,1351,12163,26612,64,10,6,22,1,rural,7,5,0.1,0,0,2.5,92,78.2,418.6,9.2,1374.7,49
23695,1351,12163,26612,72,10,6,22,1,rural,7,5,0.1,0.5,0,2.5,82.5,78.2,418.6,9.2,1374.7,54
23735,1791,10261,26657,58.7,10,6,22,1,rural,7,5,0.2,0.7,0,2.5,71.3,78.2,418.6,9.2,1374.7,54
23735,1791,10261,26657,62,10,6,22,1,rural,7,5,0.1,0,0,2.5,78.7,78.2,418.6,9.2,1374.7,54
23735,1791,10261,26657,69.5,10,6,22,1,rural,7,5,0.1,0,0,2.5,75,78.2,418.6,9.2,1374.7,54
8258,319,265,9275,73,9,11.5,9,3,small urban,7,3,0.2,0,0,2.5,90,78.2,418.6,9.2,1374.7,117
4797,222,89,5388,88,7,5.5,7,3,small urban,7,3,0.2,1,0,2.5,97,78.2,418.6,9.2,1374.7,96
978,99,11,1098,103.5,0,12,10,4,rural,2,2,0.2,9,0,2.5,115.5,78.2,418.6,9.2,1374.7,61
1757,88,15,1973,112,0,12,10,4,rural,2,2,0,10,0,2.5,115,78.2,418.6,9.2,1374.7,59
3875,119,51,4465,108.3,7,11.5,19,4,rural,7,5,0.1,3,0,2,111,78,463.2,8.7,1363.9,80
22402,812,12048,25812,55,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,57,78,463.2,8.7,1363.9,50
22402,812,12048,25812,61,10,4.5,28,1,rural,7,5,0.2,0,0,4.5,63,78,463.2,8.7,1363.9,50
22402,812,12048,25812,64,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,65,78,463.2,8.7,1363.9,50
22402,812,12048,25812,72.7,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,73.3,78,463.2,8.7,1363.9,50
22402,812,12048,25812,56.8,20,8,21,1,rural,7,5,0.1,0,0,4.5,57.2,78,463.2,8.7,1363.9,50
22402,812,12048,25812,56,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,57.5,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,54.3,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,56.3,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,52,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,54.5,78,463.2,8.7,1363.9,28
24489,1130,12580,28216,49.5,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,50,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,40,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,41,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,38,20,4.5,21,1,rural,7,5,0.1,0,0,4.5,41,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,41,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,44,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,68,20,4.5,21,1,rural,7,5,0.1,0,0,4.5,71,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,52,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,57,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,41,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,45,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,50,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,53,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,61,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,65,78,463.2,8.7,1363.9,50
24489,1130,12580,28216,61,10,4.5,34,1,rural,7,5,0.1,0,0,4.5,63,78,463.2,8.7,1363.9,50
26441,945,9643,30465,55,13,4.5,21,1,rural,7,5,0.1,0,0,4.5,60,78,463.2,8.7,1363.9,28
26441,945,9643,30465,59,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,71,78,463.2,8.7,1363.9,50
26441,945,9643,30465,59,10,4.5,28,1,rural,7,5,0.2,0,0,4.5,64,78,463.2,8.7,1363.9,50
26441,945,9643,30465,87,13,4.5,46,1,rural,7,5,0.1,0,0,4.5,92,78,463.2,8.7,1363.9,28
26441,945,9643,30465,65.3,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,71,78,463.2,8.7,1363.9,28
26441,945,9643,30465,99.3,20,4.5,46,1,rural,7,5,0.2,0,0,4.5,104.7,78,463.2,8.7,1363.9,50
26441,945,9643,30465,105.5,10,4.5,28,1,rural,7,5,0.2,0,0,4.5,113,78,463.2,8.7,1363.9,50
26441,945,9643,30465,102.5,10,4.5,28,1,rural,7,5,0.2,0,0,4.5,117,78,463.2,8.7,1363.9,50
26441,945,9643,30465,80,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,88,78,463.2,8.7,1363.9,50
26441,945,9643,30465,66,10,4.5,28,1,rural,7,5,0.2,0,0,4.5,83,78,463.2,8.7,1363.9,50
26441,945,9643,30465,73.3,10,4.5,28,1,rural,7,5,0.2,0,0,4.5,80,78,463.2,8.7,1363.9,50
26441,945,9643,30465,67.5,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,70,78,463.2,8.7,1363.9,50
26441,945,9643,30465,72,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,73,78,463.2,8.7,1363.9,50
26441,945,9643,30465,76.7,10,4.5,28,1,rural,7,5,0.2,0,0,4.5,79.3,78,463.2,8.7,1363.9,50
26441,945,9643,30465,68.3,10,4.5,28,1,rural,7,5,0.1,0,0,4.5,70,78,463.2,8.7,1363.9,50
28958,1631,8794,33365,53.5,10,4,21,1,rural,7,5,0.1,0,0,2,58.5,78,463.2,8.7,1363.9,50
22106,627,8882,25471,55,10,4,21,1,rural,7,5,0.1,0.7,0,2,67.3,78,463.2,8.7,1363.9,50
2630,100,61,3030,64,0,5,23,4,rural,2,5,0,0,0,2,69,78,463.2,8.7,1363.9,47
1262,91,69,1454,215,6,7,12,3,rural,7,2,0.3,23,0,2,252,78,463.2,8.7,1363.9,91
3116,419,204,3590,76,7,9.5,7,3,rural,7,3,0.1,0,0,2,77,78,463.2,8.7,1363.9,92
1721,70,92,1983,76,7,9,7,3,rural,7,3,0.1,0,0,2,78.7,78,463.2,8.7,1363.9,95
3007,135,75,3465,106.7,7,3.5,8,3,small urban,7,5,0.2,13.3,0,2,122.7,78,463.2,8.7,1363.9,97
3007,135,75,3465,77,8,11,8,3,small urban,7,3,0.1,0,0,2,86.7,78,463.2,8.7,1363.9,81
7824,276,378,9015,64,7.5,12.5,8,3,rural,7,3,0.2,4,0,2.5,65,78,463.2,8.7,1363.9,92
4578,112,97,5275,52,9,4.5,15,3,small urban,7,5,0.1,0,0,2,54,78,463.2,8.7,1363.9,50
356,94,6,410,57.8,0,9,16,5,rural,2,5,0,0,0,2,58.5,78,463.2,8.7,1363.9,54
7892,288,26,9093,90.2,0,6.5,8,4,small urban,2,5,0,0,0,2.5,99.2,78,463.2,8.7,1363.9,49
125,9,0,144,241,0,6,8,5,rural,2,5,0.2,14,0,3,259.7,78,463.2,8.7,1363.9,79
2122,19,2,2445,96.5,0,7.5,8,5,small urban,2,2,0,0,0,2,101.5,78,463.2,8.7,1363.9,79
141,4,0,162,294,0,4,8,5,rural,2,2,0,2,0,2,317,78,463.2,8.7,1363.9,61
24958,1826,5823,28792,57,10,4,26,1,rural,7,5,0.1,0,0,2,58,77.3,415.3,9.1,1356.6,48
22419,1570,10686,25863,33.2,10,4,26,1,rural,7,5,0.1,0,0,2,34.8,77.3,415.3,9.1,1356.6,48
22419,1570,10686,25863,35,10,4,26,1,rural,7,5,0.1,0,0,2,36.5,77.3,415.3,9.1,1356.6,48
22419,1570,10686,25863,32,10,4,26,1,rural,7,5,0.1,0,0,2,34,77.3,415.3,9.1,1356.6,48
23261,1353,14574,26834,34,10,4,25,1,rural,7,5,0.1,0,0,2,35,77.3,415.3,9.1,1356.6,48
23261,1353,14574,26834,32,10,4,25,1,rural,7,5,0.1,0,0,2,47,77.3,415.3,9.1,1356.6,48
23261,1353,14574,26834,30,10,4,25,1,rural,7,5,0.1,0,0,2,38,77.3,415.3,9.1,1356.6,48
23261,1353,14574,26834,33,10,4,25,1,rural,7,5,0.1,0,0,2,35,77.3,415.3,9.1,1356.6,48
23261,1353,14574,26834,35,10,4,25,1,rural,7,5,0.1,0,0,2,36,77.3,415.3,9.1,1356.6,48
23261,1353,14574,26834,34,10,4,25,1,rural,7,5,0.1,0,0,2,106,77.3,415.3,9.1,1356.6,48
23261,1353,14574,26834,49,12,4.5,24,1,rural,7,5,0.1,0,0,4.5,53,77.3,415.3,9.1,1356.6,25
23261,1353,14574,26834,36.7,12,4.5,26,1,rural,7,5,0.1,0,0,4.5,41.3,77.3,415.3,9.1,1356.6,24
23261,1353,14574,26834,32.3,12,4.5,26,1,rural,7,5,0.1,0,0,4.5,36.3,77.3,415.3,9.1,1356.6,24
23261,1353,14574,26834,35.3,12,4.5,26,1,rural,7,5,0.1,0,0,4.5,40.7,77.3,415.3,9.1,1356.6,24
23261,1353,14574,26834,74.7,12,4.5,26,1,rural,7,5,0.1,0,0,4.5,78,77.3,415.3,9.1,1356.6,24
23261,1353,14574,26834,46,12,4.5,26,1,rural,7,5,0.1,0,0,4.5,50.7,77.3,415.3,9.1,1356.6,24
23261,1353,14574,26834,52,12,4.5,26,1,rural,7,5,0.1,0,0,4.5,54.5,77.3,415.3,9.1,1356.6,25
21331,821,8827,24607,54,12,4.5,26,1,rural,7,5,0.1,0,0,4.5,60,77.3,415.3,9.1,1356.6,25
21331,821,8827,24607,51,12,9,26,1,rural,7,5,0.1,0,0,4.5,55,77.3,415.3,9.1,1356.6,25
21331,821,8827,24607,37,12,4.5,26,1,rural,7,5,0.1,0,0,4.5,40.5,77.3,415.3,9.1,1356.6,25
21331,821,8827,24607,39.5,12,4.5,26,1,rural,7,5,0.1,0,0,4.5,41.8,77.3,415.3,9.1,1356.6,25
14856,947,594,17138,70.3,9,4.5,23,2,small urban,7,5,0.1,0,0,4.5,74,77.3,415.3,9.1,1356.6,41
17517,1005,1362,20208,43.5,9,4.5,23,2,rural,7,5,0.2,0,0,4.5,44.5,77.3,415.3,9.1,1356.6,39
43511,1572,8322,52544,43,0,4,29,1,rural,2,5,0.1,0,0,21,68,77.7,393.9,9.3,1382.1,14
43511,1572,8322,52544,46,0,4,40,1,rural,2,5,0.1,0,0,15.5,66,77.7,393.9,9.3,1382.1,22
43511,1572,8322,52544,49.5,0,4,40,1,rural,2,5,0.1,1,0,15.5,55,77.7,393.9,9.3,1382.1,22
43511,1572,8322,52544,45.7,0,4,40,1,rural,2,5,0.1,0,0,15.5,59.7,77.7,393.9,9.3,1382.1,22
43511,1572,8322,52544,51,0,4,40,1,rural,2,5,0.1,0.2,0,15.5,60.5,77.7,393.9,9.3,1382.1,22
43511,1572,8322,52544,53.8,0,4,40,1,rural,2,5,0.1,0.2,0,15.5,66,77.7,393.9,9.3,1382.1,22
43511,1572,8322,52544,57,0,4,34,1,rural,2,5,0.1,1,0,21,75,77.7,393.9,9.3,1382.1,15
43511,1572,8322,52544,69.5,0,4,34,1,urban,2,5,0.2,0,0,21,81,77.7,393.9,9.3,1382.1,15
37103,3066,9679,44806,48,10,8.5,18,1,urban,7,5,0.2,0,0,6.5,64,77.7,393.9,9.3,1382.1,51
37103,3066,9679,44806,51,10,7.5,18,1,urban,7,5,0.2,0,0,6,54,77.7,393.9,9.3,1382.1,51
37103,3066,9679,44806,40,13,5,18,1,urban,7,5,0.1,0,0,5,56,77.7,393.9,9.3,1382.1,51
37103,3066,9679,44806,57,13,5,18,1,urban,7,5,0.2,0,0,5,113,77.7,393.9,9.3,1382.1,51
37103,3066,9679,44806,71,10,7,18,1,urban,7,5,0.2,0,0,5,71.5,77.7,393.9,9.3,1382.1,51
37103,3066,9679,44806,73,10,7,18,1,urban,7,5,0.1,0,0,5,75.5,77.7,393.9,9.3,1382.1,52
35343,2655,9913,42680,67,10,4,18,1,urban,7,3,0.2,0,0,5,75,77.7,393.9,9.3,1382.1,52
35343,2655,9913,42680,91,10,4,18,1,urban,7,3,0.1,0,0,5,100,77.7,393.9,9.3,1382.1,52
35343,2655,9913,42680,70,10,4,18,1,urban,7,3,0.1,0,0,5,78,77.7,393.9,9.3,1382.1,52
35343,2655,9913,42680,51,10,4,18,1,urban,7,3,0.1,0,0,5,52,77.7,393.9,9.3,1382.1,52
